조사연도,가구고유번호(MD제공용),원리금상환액,원금상환액,가구주 미은퇴시_노후준비상황,가구주 미은퇴시_최소생활비
2019,116800171.0,143.0,140.0,4.0,150.0
2019,116800191.0,800.0,130.0,4.0,400.0
2019,116800301.0,648.0,648.0,3.0,200.0
2019,116800311.0,441.0,340.0,5.0,200.0
2019,116800321.0,0.0,0.0,5.0,200.0
2019,116800331.0,100.0,100.0,3.0,350.0
2019,116800341.0,0.0,0.0,4.0,200.0
2019,116800351.0,528.0,0.0,5.0,100.0
2019,116800361.0,1380.0,1100.0,3.0,200.0
2019,116800371.0,880.0,400.0,4.0,200.0
2019,116800381.0,5552.0,2320.0,4.0,200.0
2019,116900101.0,0.0,0.0,5.0,150.0
2019,116900121.0,0.0,0.0,,0.0
2019,116900131.0,333.0,280.0,,0.0
2019,116900151.0,0.0,0.0,5.0,80.0
2019,116900161.0,0.0,0.0,,0.0
2019,116900191.0,0.0,0.0,4.0,200.0
2019,116900311.0,886.0,850.0,5.0,250.0
2019,116900321.0,2064.0,1348.0,5.0,300.0
2019,116900331.0,1684.0,1324.0,4.0,250.0
2019,116900351.0,856.0,700.0,3.0,200.0
2019,116900361.0,350.0,30.0,4.0,100.0
2019,116900371.0,5780.0,5100.0,4.0,200.0
2019,116900381.0,0.0,0.0,,0.0
2019,117500131.0,0.0,0.0,4.0,100.0
2019,117500161.0,120.0,0.0,,0.0
2019,117500191.0,0.0,0.0,,0.0
2019,117502311.0,0.0,0.0,4.0,250.0
2019,117600101.0,0.0,0.0,,0.0
2019,117600131.0,0.0,0.0,,0.0
2019,117600141.0,60.0,60.0,5.0,150.0
2019,117600191.0,682.0,610.0,,0.0
2019,117600301.0,382.0,120.0,3.0,300.0
2019,117600311.0,0.0,0.0,3.0,200.0
2019,117600341.0,0.0,0.0,3.0,100.0
2019,117600351.0,70.0,0.0,2.0,200.0
2019,117600361.0,0.0,0.0,4.0,200.0
2019,117600391.0,1022.0,950.0,5.0,150.0
2019,117700101.0,3052.0,2350.0,3.0,300.0
2019,117700121.0,0.0,0.0,5.0,100.0
2019,117700131.0,0.0,0.0,,0.0
2019,117700141.0,50.0,50.0,3.0,200.0
2019,117700151.0,0.0,0.0,,0.0
2019,117700311.0,0.0,0.0,3.0,600.0
2019,117700321.0,512.0,272.0,4.0,300.0
2019,117700331.0,762.0,562.0,3.0,150.0
2019,117700341.0,0.0,0.0,4.0,150.0
2019,117700351.0,1176.0,600.0,4.0,200.0
2019,117700361.0,1166.0,700.0,4.0,200.0
2019,117700371.0,10874.0,10820.0,5.0,300.0
2019,117700381.0,600.0,0.0,3.0,350.0
2019,117700391.0,50.0,0.0,5.0,200.0
2019,117800111.0,0.0,0.0,3.0,100.0
2019,117800141.0,696.0,0.0,3.0,300.0
2019,117800151.0,1300.0,1000.0,3.0,300.0
2019,117800161.0,101125.0,97960.0,1.0,300.0
2019,117800171.0,0.0,0.0,,0.0
2019,117800301.0,427.0,285.0,4.0,100.0
2019,117800331.0,1868.0,1400.0,4.0,300.0
2019,117800351.0,72.0,72.0,4.0,100.0
2019,117800371.0,0.0,0.0,,0.0
2019,117800381.0,0.0,0.0,,0.0
2019,117800391.0,0.0,0.0,,0.0
2019,117900101.0,157.0,133.0,3.0,200.0
2019,117900111.0,0.0,0.0,4.0,150.0
2019,117900121.0,3130.0,3000.0,4.0,200.0
2019,117900151.0,0.0,0.0,5.0,100.0
2019,117900161.0,0.0,0.0,5.0,100.0
2019,117900171.0,4236.0,3900.0,2.0,250.0
2019,117900181.0,840.0,0.0,5.0,400.0
2019,117900301.0,1410.0,1033.0,3.0,250.0
2019,117900311.0,561.0,300.0,4.0,300.0
2019,117900321.0,1418.0,1080.0,5.0,100.0
2019,117900341.0,0.0,0.0,,0.0
2019,117900351.0,1984.0,1000.0,4.0,250.0
2019,117900361.0,0.0,0.0,,0.0
2019,117900371.0,1840.0,1500.0,4.0,200.0
2019,117900391.0,0.0,0.0,3.0,150.0
2019,118500161.0,0.0,0.0,,0.0
2019,118500201.0,52.0,50.0,3.0,200.0
2019,118500211.0,0.0,0.0,3.0,200.0
2019,118500221.0,0.0,0.0,,0.0
2019,118500231.0,0.0,0.0,,0.0
2019,118502311.0,0.0,0.0,3.0,200.0
2019,118502321.0,17912.0,17000.0,4.0,100.0
2019,118502341.0,0.0,0.0,,0.0
2019,118502351.0,396.0,300.0,3.0,300.0
2019,118502361.0,3632.0,3000.0,3.0,250.0
2019,118502381.0,1498.0,1284.0,3.0,150.0
2019,118502391.0,702.0,600.0,3.0,150.0
2019,118600131.0,980.0,0.0,2.0,200.0
2019,118600161.0,1488.0,1000.0,4.0,150.0
2019,118600301.0,600.0,0.0,3.0,200.0
2019,118600321.0,1010.0,800.0,3.0,200.0
2019,118600331.0,2040.0,1950.0,4.0,200.0
2019,118600341.0,0.0,0.0,,0.0
2019,118700101.0,0.0,0.0,4.0,150.0
2019,118700121.0,0.0,0.0,3.0,300.0
2019,118700141.0,0.0,0.0,3.0,300.0
2019,118700151.0,0.0,0.0,2.0,300.0
2019,118700171.0,2310.0,2000.0,4.0,300.0
2019,118700311.0,456.0,0.0,,0.0
2019,118700321.0,16270.0,15930.0,2.0,200.0
2019,118700331.0,8330.0,8000.0,2.0,250.0
2019,118700361.0,20.0,0.0,5.0,300.0
2019,118800111.0,3317.0,3007.0,5.0,200.0
2019,118800121.0,85.0,0.0,3.0,300.0
2019,118800141.0,440.0,220.0,5.0,150.0
2019,118800151.0,96.0,0.0,5.0,150.0
2019,118800181.0,694.0,138.0,3.0,200.0
2019,118800301.0,150.0,150.0,3.0,200.0
2019,118900101.0,0.0,0.0,4.0,300.0
2019,118900111.0,0.0,0.0,3.0,300.0
2019,118900121.0,0.0,0.0,4.0,200.0
2019,118900131.0,0.0,0.0,4.0,130.0
2019,118900141.0,0.0,0.0,,0.0
2019,118900171.0,1200.0,1200.0,2.0,200.0
2019,118900191.0,1632.0,1500.0,3.0,100.0
2019,118900301.0,1200.0,1200.0,5.0,100.0
2019,118900311.0,1072.0,1000.0,3.0,150.0
2019,118900321.0,615.0,600.0,,0.0
2019,119500121.0,600.0,600.0,5.0,200.0
2019,119500161.0,0.0,0.0,,0.0
2019,119500171.0,0.0,0.0,1.0,350.0
2019,119500181.0,14320.0,13900.0,3.0,300.0
2019,119500291.0,0.0,0.0,,0.0
2019,119502321.0,60.0,60.0,2.0,150.0
2019,119502331.0,636.0,600.0,,0.0
2019,119502341.0,0.0,0.0,3.0,100.0
2019,119502361.0,0.0,0.0,4.0,400.0
2019,119700101.0,0.0,0.0,5.0,100.0
2019,119700161.0,0.0,0.0,1.0,400.0
2019,119700171.0,0.0,0.0,3.0,200.0
2019,119700181.0,715.0,700.0,4.0,200.0
2019,119700191.0,792.0,600.0,4.0,100.0
2019,119700301.0,24805.0,23300.0,4.0,200.0
2019,119800111.0,0.0,0.0,,0.0
2019,119800121.0,610.0,560.0,3.0,300.0
2019,119800131.0,565.0,550.0,4.0,350.0
2019,119800151.0,0.0,0.0,4.0,150.0
2019,119800171.0,0.0,0.0,4.0,250.0
2019,119800181.0,1180.0,1000.0,3.0,250.0
2019,119900111.0,470.0,250.0,5.0,250.0
2019,119900121.0,0.0,0.0,3.0,300.0
2019,119900131.0,0.0,0.0,4.0,300.0
2019,119900141.0,1216.0,1000.0,4.0,250.0
2019,119900151.0,12.0,0.0,3.0,150.0
2019,119900161.0,0.0,0.0,5.0,50.0
2019,119900171.0,0.0,0.0,4.0,100.0
2019,119900191.0,0.0,0.0,4.0,200.0
2019,120600201.0,0.0,0.0,4.0,120.0
2019,120600211.0,0.0,0.0,,0.0
2019,120600221.0,0.0,0.0,3.0,160.0
2019,120600231.0,100.0,100.0,4.0,150.0
2019,120600261.0,0.0,0.0,3.0,150.0
2019,120600271.0,0.0,0.0,4.0,150.0
2019,120600311.0,60.0,60.0,3.0,150.0
2019,120600321.0,2132.0,2000.0,3.0,200.0
2019,120600381.0,412.0,400.0,3.0,200.0
2019,120700201.0,0.0,0.0,4.0,320.0
2019,120700231.0,3200.0,3000.0,4.0,150.0
2019,120700241.0,1090.0,1060.0,5.0,60.0
2019,120700251.0,0.0,0.0,5.0,100.0
2019,120700261.0,0.0,0.0,,0.0
2019,120700271.0,0.0,0.0,4.0,100.0
2019,120700281.0,0.0,0.0,,0.0
2019,120700291.0,200.0,200.0,,0.0
2019,120700311.0,2100.0,100.0,3.0,80.0
2019,120700331.0,1412.0,500.0,1.0,300.0
2019,120700341.0,0.0,0.0,3.0,300.0
2019,120700361.0,0.0,0.0,3.0,150.0
2019,120700371.0,2920.0,2500.0,4.0,150.0
2019,120700381.0,6076.0,5600.0,3.0,300.0
2019,120800201.0,7030.0,6910.0,5.0,150.0
2019,120800221.0,0.0,0.0,5.0,80.0
2019,120800231.0,506.0,470.0,4.0,100.0
2019,120800241.0,330.0,330.0,2.0,150.0
2019,120800261.0,1004.0,764.0,3.0,150.0
2019,120800271.0,330.0,320.0,4.0,200.0
2019,120800291.0,0.0,0.0,,0.0
2019,120800301.0,0.0,0.0,3.0,100.0
2019,120800311.0,50.0,50.0,3.0,100.0
2019,120800321.0,60.0,0.0,4.0,200.0
2019,120800341.0,410.0,300.0,4.0,200.0
2019,120800351.0,1328.0,0.0,3.0,150.0
2019,120800361.0,0.0,0.0,4.0,140.0
2019,120800371.0,0.0,0.0,3.0,100.0
2019,120800391.0,400.0,250.0,,0.0
2019,120900201.0,0.0,0.0,3.0,100.0
2019,120900211.0,0.0,0.0,,0.0
2019,120900221.0,3600.0,3600.0,4.0,150.0
2019,120900241.0,664.0,364.0,4.0,300.0
2019,120900251.0,1052.0,1000.0,3.0,180.0
2019,120900261.0,0.0,0.0,3.0,150.0
2019,120900281.0,0.0,0.0,5.0,200.0
2019,120900291.0,0.0,0.0,4.0,200.0
2019,120900301.0,0.0,0.0,5.0,200.0
2019,120900311.0,875.0,800.0,3.0,200.0
2019,120900321.0,0.0,0.0,4.0,200.0
2019,120900331.0,525.0,500.0,3.0,200.0
2019,120900341.0,0.0,0.0,,0.0
2019,120900351.0,0.0,0.0,3.0,250.0
2019,120900361.0,56.0,56.0,,0.0
2019,120900371.0,500.0,500.0,3.0,100.0
2019,120900381.0,828.0,480.0,5.0,400.0
2019,121600201.0,1562.0,480.0,5.0,250.0
2019,121600251.0,856.0,460.0,3.0,150.0
2019,121600271.0,200.0,200.0,2.0,350.0
2019,121600311.0,1217.0,960.0,4.0,150.0
2019,121600321.0,1150.0,900.0,2.0,150.0
2019,121600341.0,0.0,0.0,3.0,150.0
2019,121600361.0,0.0,0.0,3.0,150.0
2019,121600371.0,1241.0,1040.0,5.0,100.0
2019,121600381.0,0.0,0.0,2.0,180.0
2019,121700221.0,0.0,0.0,4.0,100.0
2019,121700231.0,0.0,0.0,,0.0
2019,121700251.0,6030.0,5570.0,,0.0
2019,121700261.0,0.0,0.0,,0.0
2019,121700271.0,100.0,100.0,3.0,250.0
2019,121700281.0,300.0,300.0,3.0,200.0
2019,121700321.0,392.0,380.0,4.0,100.0
2019,121700331.0,0.0,0.0,,0.0
2019,121700341.0,0.0,0.0,,0.0
2019,121700351.0,0.0,0.0,,0.0
2019,121700361.0,336.0,288.0,3.0,150.0
2019,121700371.0,2000.0,2000.0,3.0,250.0
2019,121700381.0,0.0,0.0,3.0,200.0
2019,121800201.0,1500.0,1500.0,4.0,200.0
2019,121800211.0,2670.0,2260.0,5.0,200.0
2019,121800221.0,400.0,400.0,3.0,200.0
2019,121800231.0,0.0,0.0,,0.0
2019,121800241.0,107.0,100.0,,0.0
2019,121800251.0,1320.0,1300.0,4.0,150.0
2019,121800291.0,0.0,0.0,,0.0
2019,121800301.0,0.0,0.0,5.0,100.0
2019,121800311.0,40.0,0.0,3.0,300.0
2019,121800321.0,112.0,0.0,3.0,200.0
2019,121800351.0,2060.0,2000.0,1.0,200.0
2019,121800361.0,0.0,0.0,4.0,150.0
2019,121800371.0,7947.0,7757.0,5.0,200.0
2019,121800381.0,0.0,0.0,5.0,200.0
2019,121800391.0,0.0,0.0,3.0,200.0
2019,121900211.0,136.0,66.0,4.0,80.0
2019,121900241.0,200.0,200.0,4.0,200.0
2019,121900261.0,0.0,0.0,3.0,250.0
2019,121900281.0,360.0,0.0,3.0,350.0
2019,121900301.0,452.0,300.0,3.0,200.0
2019,121900311.0,656.0,600.0,3.0,150.0
2019,121900331.0,0.0,0.0,2.0,200.0
2019,121900341.0,0.0,0.0,5.0,100.0
2019,121900351.0,0.0,0.0,,0.0
2019,121900371.0,0.0,0.0,4.0,150.0
2019,121900391.0,0.0,0.0,5.0,100.0
2019,122501231.0,1574.0,938.0,4.0,200.0
2019,122501251.0,19634.0,17650.0,3.0,200.0
2019,122501261.0,2028.0,2000.0,3.0,200.0
2019,122501271.0,1050.0,1000.0,3.0,150.0
2019,122501281.0,368.0,300.0,5.0,150.0
2019,122501291.0,100.0,100.0,5.0,100.0
2019,122600211.0,0.0,0.0,1.0,200.0
2019,122600221.0,0.0,0.0,,0.0
2019,122600231.0,460.0,280.0,4.0,250.0
2019,122600241.0,10360.0,10000.0,3.0,300.0
2019,122600251.0,8700.0,5000.0,3.0,300.0
2019,122600261.0,0.0,0.0,,0.0
2019,122600271.0,1160.0,900.0,3.0,200.0
2019,122600281.0,0.0,0.0,3.0,200.0
2019,122600291.0,1495.0,1100.0,4.0,200.0
2019,122600311.0,360.0,0.0,3.0,160.0
2019,122600321.0,0.0,0.0,,0.0
2019,122600331.0,0.0,0.0,,0.0
2019,122600341.0,35.0,0.0,4.0,100.0
2019,122600351.0,0.0,0.0,,0.0
2019,122600361.0,2730.0,2300.0,4.0,300.0
2019,122700201.0,0.0,0.0,,0.0
2019,122700211.0,0.0,0.0,,0.0
2019,122700221.0,300.0,300.0,3.0,150.0
2019,122700231.0,0.0,0.0,2.0,80.0
2019,122700251.0,0.0,0.0,,0.0
2019,122700261.0,600.0,600.0,5.0,200.0
2019,122700281.0,0.0,0.0,4.0,150.0
2019,122700291.0,19928.0,18898.0,3.0,300.0
2019,122700321.0,0.0,0.0,3.0,70.0
2019,122700371.0,5378.0,4740.0,4.0,250.0
2019,122800201.0,1230.0,1200.0,2.0,100.0
2019,122800221.0,0.0,0.0,,0.0
2019,122800231.0,25.0,25.0,4.0,250.0
2019,122800241.0,100.0,100.0,3.0,150.0
2019,122800251.0,0.0,0.0,4.0,80.0
2019,122800261.0,6310.0,6250.0,3.0,150.0
2019,122800271.0,0.0,0.0,,0.0
2019,122800291.0,280.0,0.0,4.0,150.0
2019,122800301.0,0.0,0.0,4.0,150.0
2019,122800311.0,0.0,0.0,4.0,90.0
2019,122800341.0,50.0,50.0,,0.0
2019,122800351.0,0.0,0.0,3.0,150.0
2019,122900221.0,368.0,350.0,2.0,250.0
2019,122900231.0,240.0,240.0,4.0,60.0
2019,122900241.0,0.0,0.0,3.0,200.0
2019,122900251.0,2038.0,1300.0,4.0,300.0
2019,122900261.0,0.0,0.0,,0.0
2019,122900271.0,1000.0,1000.0,4.0,150.0
2019,122900281.0,0.0,0.0,3.0,150.0
2019,122900291.0,1021.0,600.0,,0.0
2019,122900301.0,0.0,0.0,3.0,150.0
2019,122900311.0,0.0,0.0,,0.0
2019,122900321.0,59.0,59.0,4.0,200.0
2019,122900331.0,0.0,0.0,3.0,300.0
2019,122900341.0,0.0,0.0,4.0,100.0
2019,122900361.0,3080.0,2000.0,4.0,100.0
2019,123501201.0,0.0,0.0,,0.0
2019,123501221.0,400.0,0.0,4.0,150.0
2019,123501231.0,1223.0,1000.0,3.0,250.0
2019,123501241.0,255.0,243.0,4.0,150.0
2019,123501251.0,0.0,0.0,2.0,300.0
2019,123501261.0,0.0,0.0,3.0,150.0
2019,123503341.0,910.0,800.0,2.0,300.0
2019,123503351.0,6380.0,6080.0,3.0,300.0
2019,123503381.0,0.0,0.0,3.0,200.0
2019,123503391.0,0.0,0.0,3.0,150.0
2019,123600201.0,45.0,45.0,,0.0
2019,123600211.0,0.0,0.0,2.0,300.0
2019,123600221.0,0.0,0.0,3.0,200.0
2019,123600231.0,500.0,500.0,,0.0
2019,123600241.0,0.0,0.0,4.0,150.0
2019,123700211.0,1501.0,1150.0,4.0,100.0
2019,123700231.0,50.0,50.0,3.0,150.0
2019,123700241.0,700.0,550.0,4.0,150.0
2019,123700251.0,0.0,0.0,4.0,100.0
2019,123700271.0,2096.0,1196.0,4.0,150.0
2019,123800201.0,840.0,360.0,,0.0
2019,123800211.0,96.0,0.0,4.0,150.0
2019,123800231.0,600.0,256.0,4.0,180.0
2019,123800241.0,420.0,369.0,5.0,150.0
2019,123800251.0,80.0,80.0,3.0,100.0
2019,123900201.0,6145.0,4300.0,4.0,200.0
2019,123900211.0,0.0,0.0,,0.0
2019,123900221.0,336.0,329.0,5.0,200.0
2019,123900231.0,0.0,0.0,5.0,200.0
2019,123900241.0,0.0,0.0,,0.0
2019,124501251.0,0.0,0.0,,0.0
2019,124501261.0,402.0,360.0,4.0,200.0
2019,124501271.0,360.0,360.0,4.0,100.0
2019,124501281.0,0.0,0.0,4.0,200.0
2019,124501291.0,1354.0,1183.0,4.0,150.0
2019,124503301.0,0.0,0.0,4.0,250.0
2019,124503311.0,31.0,26.0,4.0,150.0
2019,124503331.0,528.0,276.0,4.0,230.0
2019,125501201.0,84.0,84.0,3.0,100.0
2019,125501221.0,630.0,475.0,2.0,250.0
2019,125501251.0,528.0,0.0,3.0,300.0
2019,125503371.0,110.0,110.0,4.0,200.0
2019,125503381.0,10988.0,10360.0,5.0,250.0
2019,125503391.0,1800.0,360.0,3.0,200.0
2019,126501281.0,0.0,0.0,2.0,250.0
2019,126501291.0,500.0,240.0,3.0,300.0
2019,126503301.0,0.0,0.0,3.0,200.0
2019,126503311.0,0.0,0.0,4.0,150.0
2019,126503321.0,0.0,0.0,4.0,100.0
2019,126503331.0,158.0,0.0,4.0,150.0
2019,126503361.0,1195.0,1000.0,4.0,200.0
2019,127501211.0,0.0,0.0,5.0,150.0
2019,127501231.0,150.0,150.0,5.0,200.0
2019,127501241.0,0.0,0.0,5.0,150.0
2019,127503371.0,0.0,0.0,5.0,170.0
2019,127503381.0,0.0,0.0,,0.0
2019,127503391.0,0.0,0.0,,0.0
2019,128503301.0,0.0,0.0,,0.0
2019,130504301.0,1440.0,1440.0,5.0,100.0
2019,130504311.0,649.0,373.0,3.0,300.0
2019,130504371.0,900.0,900.0,4.0,200.0
2019,130504381.0,0.0,0.0,5.0,100.0
2019,130600231.0,120.0,120.0,3.0,150.0
2019,130600261.0,827.0,589.0,4.0,300.0
2019,130600271.0,900.0,600.0,3.0,200.0
2019,130600281.0,588.0,480.0,3.0,100.0
2019,130600341.0,540.0,540.0,,0.0
2019,130600351.0,400.0,400.0,,0.0
2019,130600371.0,40.0,40.0,3.0,150.0
2019,130600391.0,0.0,0.0,2.0,300.0
2019,130700211.0,0.0,0.0,3.0,200.0
2019,130700221.0,0.0,0.0,3.0,200.0
2019,130700231.0,0.0,0.0,3.0,200.0
2019,130700251.0,960.0,260.0,5.0,200.0
2019,130700271.0,0.0,0.0,3.0,350.0
2019,130700311.0,0.0,0.0,,0.0
2019,130700321.0,0.0,0.0,2.0,250.0
2019,130700331.0,264.0,204.0,4.0,150.0
2019,130700341.0,40.0,40.0,3.0,150.0
2019,130700351.0,0.0,0.0,,0.0
2019,130700371.0,0.0,0.0,5.0,150.0
2019,130700391.0,1444.0,1000.0,3.0,200.0
2019,130800211.0,0.0,0.0,3.0,350.0
2019,130800221.0,0.0,0.0,,0.0
2019,130800231.0,1083.0,965.0,4.0,120.0
2019,130800271.0,100.0,100.0,,0.0
2019,130800281.0,0.0,0.0,4.0,200.0
2019,130800291.0,0.0,0.0,,0.0
2019,130800301.0,485.0,444.0,,0.0
2019,130800311.0,0.0,0.0,,0.0
2019,130800321.0,360.0,360.0,,0.0
2019,130800331.0,0.0,0.0,5.0,110.0
2019,130800341.0,0.0,0.0,5.0,100.0
2019,130800351.0,0.0,0.0,3.0,200.0
2019,130800361.0,1000.0,1000.0,5.0,150.0
2019,130800371.0,32.0,0.0,4.0,200.0
2019,130800381.0,130.0,0.0,3.0,200.0
2019,130800391.0,0.0,0.0,3.0,300.0
2019,130900221.0,436.0,406.0,5.0,100.0
2019,130900231.0,1200.0,960.0,5.0,250.0
2019,130900241.0,0.0,0.0,4.0,150.0
2019,130900251.0,524.0,440.0,1.0,200.0
2019,130900261.0,1596.0,0.0,3.0,400.0
2019,130900281.0,1084.0,1000.0,4.0,200.0
2019,130900291.0,0.0,0.0,3.0,170.0
2019,130900301.0,0.0,0.0,4.0,100.0
2019,130900321.0,0.0,0.0,5.0,90.0
2019,130900341.0,0.0,0.0,5.0,150.0
2019,130900361.0,1062.0,300.0,4.0,200.0
2019,130900371.0,360.0,144.0,2.0,200.0
2019,130900381.0,0.0,0.0,4.0,150.0
2019,130900391.0,0.0,0.0,4.0,100.0
2019,131600201.0,4226.0,3695.0,3.0,150.0
2019,131600241.0,1720.0,1360.0,3.0,250.0
2019,131600261.0,0.0,0.0,3.0,100.0
2019,131600281.0,0.0,0.0,4.0,250.0
2019,131600291.0,576.0,540.0,4.0,300.0
2019,131600301.0,0.0,0.0,,0.0
2019,131600311.0,153.0,137.0,5.0,100.0
2019,131600341.0,0.0,0.0,3.0,200.0
2019,131600361.0,1340.0,1190.0,5.0,100.0
2019,131600371.0,79.0,16.0,4.0,100.0
2019,131600381.0,0.0,0.0,,0.0
2019,131700211.0,724.0,500.0,4.0,200.0
2019,131700221.0,0.0,0.0,5.0,50.0
2019,131700241.0,58.0,50.0,,0.0
2019,131700261.0,21742.0,20000.0,3.0,150.0
2019,131700271.0,590.0,500.0,4.0,300.0
2019,131700301.0,2316.0,1800.0,3.0,180.0
2019,131700311.0,0.0,0.0,2.0,400.0
2019,131700321.0,3240.0,3000.0,3.0,200.0
2019,131700341.0,0.0,0.0,4.0,70.0
2019,131700351.0,220.0,200.0,4.0,150.0
2019,131700361.0,2668.0,2500.0,3.0,500.0
2019,131700381.0,1468.0,1450.0,4.0,200.0
2019,131700391.0,180.0,0.0,2.0,100.0
2019,131800211.0,16831.0,16400.0,4.0,250.0
2019,131800221.0,1220.0,1040.0,3.0,200.0
2019,131800231.0,0.0,0.0,3.0,120.0
2019,131800251.0,0.0,0.0,,0.0
2019,131800281.0,250.0,250.0,4.0,100.0
2019,131800311.0,2386.0,2106.0,1.0,300.0
2019,131800321.0,11400.0,11000.0,4.0,300.0
2019,131800331.0,15200.0,15000.0,3.0,300.0
2019,131800341.0,904.0,0.0,3.0,300.0
2019,131800351.0,300.0,180.0,4.0,200.0
2019,131800361.0,875.0,260.0,4.0,300.0
2019,131800371.0,480.0,380.0,4.0,200.0
2019,131800381.0,0.0,0.0,,0.0
2019,131900201.0,720.0,0.0,3.0,300.0
2019,131900211.0,80.0,80.0,5.0,300.0
2019,131900231.0,216.0,39.0,5.0,100.0
2019,131900251.0,0.0,0.0,5.0,400.0
2019,131900281.0,0.0,0.0,4.0,150.0
2019,131900291.0,649.0,156.0,5.0,100.0
2019,131900301.0,256.0,180.0,5.0,200.0
2019,131900341.0,21.0,13.0,4.0,200.0
2019,131900351.0,0.0,0.0,3.0,200.0
2019,131900361.0,850.0,770.0,5.0,200.0
2019,131900371.0,0.0,0.0,3.0,250.0
2019,131900381.0,840.0,444.0,3.0,300.0
2019,131900391.0,0.0,0.0,,0.0
2019,132600221.0,0.0,0.0,4.0,300.0
2019,132600231.0,0.0,0.0,3.0,200.0
2019,132600241.0,613.0,500.0,4.0,250.0
2019,132600251.0,0.0,0.0,3.0,400.0
2019,132600271.0,451.0,392.0,4.0,150.0
2019,132600281.0,190.0,190.0,4.0,200.0
2019,132600321.0,0.0,0.0,,0.0
2019,132600331.0,0.0,0.0,,0.0
2019,132600341.0,2660.0,2300.0,2.0,400.0
2019,132700201.0,22.0,22.0,2.0,300.0
2019,132700221.0,550.0,500.0,3.0,200.0
2019,132700251.0,0.0,0.0,,0.0
2019,132700261.0,120.0,0.0,5.0,120.0
2019,132700271.0,30.0,30.0,,0.0
2019,132700301.0,320.0,320.0,2.0,150.0
2019,132700311.0,0.0,0.0,3.0,130.0
2019,132700321.0,0.0,0.0,,0.0
2019,132800221.0,480.0,480.0,3.0,80.0
2019,132800251.0,154.0,0.0,4.0,100.0
2019,132800261.0,900.0,580.0,,0.0
2019,132800301.0,0.0,0.0,5.0,50.0
2019,132800321.0,66.0,10.0,4.0,150.0
2019,132800331.0,0.0,0.0,5.0,100.0
2019,132900201.0,0.0,0.0,3.0,250.0
2019,132900221.0,0.0,0.0,5.0,60.0
2019,132900231.0,17.0,0.0,5.0,60.0
2019,132900241.0,74.0,49.0,1.0,120.0
2019,132900251.0,1560.0,840.0,3.0,150.0
2019,132900261.0,0.0,0.0,,0.0
2019,132900301.0,0.0,0.0,3.0,150.0
2019,132900311.0,0.0,0.0,3.0,150.0
2019,132900321.0,0.0,0.0,3.0,100.0
2019,132900331.0,90.0,87.0,5.0,200.0
2019,133600201.0,3136.0,3070.0,2.0,300.0
2019,133600221.0,0.0,0.0,,0.0
2019,133700201.0,958.0,866.0,,0.0
2019,133700211.0,6734.0,5900.0,4.0,200.0
2019,133700221.0,1485.0,933.0,3.0,300.0
2019,133800201.0,2331.0,1764.0,3.0,200.0
2019,133900201.0,0.0,0.0,4.0,200.0
2019,133900211.0,0.0,0.0,,0.0
2019,136501201.0,120.0,120.0,,0.0
2019,136501211.0,0.0,0.0,,0.0
2019,136501221.0,348.0,228.0,4.0,80.0
2019,136501241.0,0.0,0.0,,0.0
2019,137501251.0,2115.0,1670.0,5.0,200.0
2019,137501281.0,0.0,0.0,3.0,150.0
2019,137501291.0,1226.0,1153.0,4.0,200.0
2019,137503311.0,50.0,50.0,,0.0
2019,138501291.0,5454.0,5380.0,4.0,150.0
2019,139501231.0,1060.0,1000.0,4.0,100.0
2019,139501281.0,1476.0,1200.0,4.0,200.0
2019,139503371.0,33.0,33.0,3.0,200.0
2019,139503391.0,0.0,0.0,3.0,200.0
2019,140502221.0,17.0,17.0,,0.0
2019,140502241.0,8830.0,7772.0,4.0,200.0
2019,140502261.0,150.0,150.0,3.0,200.0
2019,140502271.0,0.0,0.0,,0.0
2019,140502281.0,220.0,220.0,4.0,250.0
2019,140502291.0,0.0,0.0,,0.0
2019,140505331.0,13.0,0.0,5.0,80.0
2019,140600221.0,1051.0,550.0,3.0,300.0
2019,140600231.0,82.0,0.0,3.0,100.0
2019,140600241.0,0.0,0.0,3.0,300.0
2019,140600251.0,104.0,0.0,,0.0
2019,140600271.0,0.0,0.0,3.0,300.0
2019,140600291.0,0.0,0.0,3.0,200.0
2019,140600311.0,0.0,0.0,4.0,100.0
2019,140600321.0,0.0,0.0,,0.0
2019,140600331.0,0.0,0.0,4.0,100.0
2019,140600351.0,0.0,0.0,,0.0
2019,140600361.0,0.0,0.0,4.0,100.0
2019,140600381.0,0.0,0.0,3.0,300.0
2019,140700201.0,0.0,0.0,,0.0
2019,140700241.0,32.0,32.0,5.0,100.0
2019,140700251.0,288.0,246.0,,0.0
2019,140700271.0,0.0,0.0,2.0,400.0
2019,140700281.0,0.0,0.0,,0.0
2019,140700311.0,0.0,0.0,5.0,300.0
2019,140700321.0,1100.0,980.0,4.0,250.0
2019,140700361.0,492.0,264.0,3.0,300.0
2019,140700371.0,0.0,0.0,4.0,200.0
2019,140800251.0,38.0,38.0,4.0,200.0
2019,140800261.0,1040.0,1000.0,4.0,200.0
2019,140800271.0,0.0,0.0,5.0,150.0
2019,140800281.0,20464.0,20000.0,3.0,200.0
2019,140800321.0,80.0,80.0,4.0,200.0
2019,140800341.0,200.0,0.0,3.0,180.0
2019,140800351.0,1610.0,780.0,3.0,150.0
